FID,Name,Type,r2_PCs,r2_Residuals,r2_age_recruitment,r2_assessment_centre,r2_batch,r2_bmi,r2_fasting,r2_month_attending,r2_sex,r2_smoking,r2_spectrometer,r2_time_analysis,r2_time_day,r2_acquisition_time,r2_device_ID,r2_dilution_factor,r2_Batch,r2_panel_date,r2_ppp_sel,p.value_PCs,p.value_Residuals,p.value_age_recruitment,p.value_assessment_centre,p.value_batch,p.value_bmi,p.value_fasting,p.value_month_attending,p.value_sex,p.value_smoking,p.value_spectrometer,p.value_time_analysis,p.value_time_day,p.value_acquisition_time,p.value_device_ID,p.value_dilution_factor,p.value_Batch,p.value_panel_date,p.value_ppp_sel
ptprz1,PTPRZ1,Proteins,0.00291,0.77663,0.11116,0.0011,,0.04135,2e-05,0.00039,0.06268,0.00038,,,0.00098,,,,7e-05,0.00124,0.00108,2e-10,NA,0,5e-06,NA,0,0.3,0.03,0,5e-06,NA,NA,2e-13,NA,NA,NA,0.5,0.9,1e-14
ptrhd1,PTRHD1,Proteins,0.00123,0.94832,0.00097,0.03177,,0.00374,0,0.0041,0.0023,0,,,0.00514,,,,0.00012,0.00225,6e-05,0.002,NA,0.3,3e-281,NA,8e-38,0.8,6e-33,1e-14,0.7,NA,NA,3e-51,NA,NA,NA,0.4,0.07,0.1
pts,PTS,Proteins,0.00126,0.85615,0.01458,0.01421,,0.08825,0.00213,0.00348,0.01746,1e-05,,,0.00012,,,,5e-05,0.0019,4e-04,3e-06,NA,3e-114,8e-132,NA,0,3e-24,3e-30,3e-144,0.5,NA,NA,0.02,NA,NA,NA,0.8,0.4,1e-05
pttg1,PTTG1,Proteins,0.00028,0.99726,8e-05,0.00077,,4e-05,0,0.00045,6e-05,2e-05,,,0,,,,3e-05,0.001,1e-05,0.07,NA,0.06,0.04,NA,0.2,0.8,0.06,0.1,0.3,NA,NA,0.9,NA,NA,NA,1,1,0.5
ptx3,PTX3,Proteins,0.01431,0.96042,0.00167,0.00359,,0.00639,3e-04,0.00059,0.00431,1e-05,,,0.00619,,,,0.00012,0.00118,0.00091,4e-112,NA,0.2,1e-23,NA,2e-63,0.0002,0.006,1e-27,0.5,NA,NA,2e-61,NA,NA,NA,0.4,1,2e-10
pvalb,PVALB,Proteins,0.01034,0.97043,6e-04,0.01127,,2e-05,9e-05,0.0011,0.00065,0.00097,,,0.00263,,,,0.00014,0.00177,0,6e-70,NA,0.1,4e-92,NA,0.4,0.04,1e-06,0.04,6e-11,NA,NA,5e-27,NA,NA,NA,0.3,0.8,0.9
pvr,PVR,Proteins,0.01109,0.97397,0.00259,0.00216,,0.00409,0.00085,0.00049,2e-04,0.00219,,,0.00046,,,,5e-05,0.00136,5e-04,6e-98,NA,8e-25,9e-12,NA,5e-41,8e-10,0.03,0.7,8e-23,NA,NA,7e-06,NA,NA,NA,0.8,1,3e-06
pxdnl,PXDNL,Proteins,0.00138,0.98813,0.00221,0.00076,,1e-05,2e-05,0.00018,0.00538,0.00032,,,3e-05,,,,5e-05,0.00126,0.00026,2e-09,NA,9e-19,0.03,NA,0.6,0.3,0.7,1e-48,0.0002,NA,NA,0.2,NA,NA,NA,0.8,1,0.0008
pxn,PXN,Proteins,0.00268,0.90235,0.00695,0.03126,,0.03589,0.00033,0.00368,0.00717,0.00183,,,0.00518,,,,0.00014,0.00161,0.00093,2e-08,NA,5e-66,3e-289,NA,0,9e-05,1e-30,3e-68,3e-20,NA,NA,7e-54,NA,NA,NA,0.2,0.8,5e-11
pydc1,PYDC1,Proteins,0.01113,0.93941,0.00358,0.0012,,0.00505,0.00021,0.00099,0.03617,5e-05,,,7e-05,,,,0.00024,0.00138,0.00052,1e-74,NA,1e-32,6e-05,NA,9e-51,0.002,7e-06,0,0.1,NA,NA,0.07,NA,NA,NA,0.06,1,1e-06
pyy,PYY,Proteins,0.01292,0.88127,0.0175,0.01093,,0.00771,0.04656,0.00055,0.00888,0.00128,,,0.00963,,,,4e-05,0.00168,0.00105,3e-109,NA,2e-177,5e-96,NA,8e-81,0,0.006,5e-90,7e-15,NA,NA,2e-100,NA,NA,NA,0.9,0.6,2e-12
pzp,PZP,Proteins,0.00236,0.51428,0.00087,0.00058,,0.00508,6e-05,0.00083,0.46554,0.00445,,,0,,,,0.00016,0.00563,0.00015,1e-24,NA,1e-09,0.0004,NA,6e-94,0.02,2e-10,0,1e-82,NA,NA,0.9,NA,NA,NA,0.02,2e-56,0.0004
qdpr,QDPR,Proteins,0.003,0.92599,0.00208,0.02766,,0.01989,0.00038,0.00434,0.0072,0.00078,,,0.00683,,,,1e-04,0.00175,1e-05,2e-10,NA,0.1,3e-251,NA,2e-197,3e-05,3e-36,3e-53,3e-09,NA,NA,2e-69,NA,NA,NA,0.5,0.7,0.5
qpct,QPCT,Proteins,0.02626,0.92735,0.00208,0.00364,,0.03385,8e-05,0.00073,0.00326,0.00016,,,0.00064,,,,0.00011,0.00126,0.00058,8e-111,NA,1e-14,3e-25,NA,0,0.06,0.0004,2e-26,0.007,NA,NA,6e-08,NA,NA,NA,0.4,1,3e-07
qsox1,QSOX1,Proteins,0.00295,0.94229,0.0153,0.00141,,0.02012,0.00125,0.00038,0.00623,0.00631,,,0.00064,,,,0.00036,0.00141,0.00135,2e-11,NA,1e-136,2e-06,NA,5e-196,8e-14,0.1,4e-49,3e-63,NA,NA,9e-08,NA,NA,NA,0.006,0.9,7e-15
rab10,RAB10,Proteins,0.0021,0.97084,0.0012,0.01397,,0.00313,0.00024,0.00291,0.00122,0,,,0.0023,,,,6e-05,0.00201,2e-05,1e-07,NA,0.9,2e-117,NA,6e-32,0.001,3e-22,0.3,0.9,NA,NA,6e-24,NA,NA,NA,0.7,0.4,0.4
rab11fip3,RAB11FIP3,Proteins,0.00165,0.92998,0.0015,0.0483,,0.00504,0.00018,0.006,0.00185,2e-05,,,0.0022,,,,1e-04,0.00297,0.00022,2e-07,NA,0.05,0,NA,2e-52,0.004,8e-53,7e-06,0.4,NA,NA,7e-24,NA,NA,NA,0.5,0.0003,0.002
rab27b,RAB27B,Proteins,0.00198,0.95871,0.0011,0.02238,,0.00329,0.00038,0.00486,0.00071,0.00014,,,0.00307,,,,0.00026,0.00303,9e-05,8e-07,NA,2e-05,1e-197,NA,6e-34,3e-05,2e-40,0.3,0.01,NA,NA,9e-32,NA,NA,NA,0.04,0.0004,0.05
rab2b,RAB2B,Proteins,0.00171,0.96278,0.00084,0.02526,,0.00107,0.00014,0.00294,0.00083,7e-05,,,0.00162,,,,6e-05,0.00267,2e-05,0.0001,NA,0.03,1e-222,NA,5e-12,0.01,1e-22,0.05,0.09,NA,NA,2e-17,NA,NA,NA,0.7,0.002,0.3
rab33a,RAB33A,Proteins,0.00151,0.9545,0.00122,0.03204,,0.00106,0.00071,0.00406,0.00045,4e-05,,,0.00133,,,,5e-05,0.00299,5e-05,2e-05,NA,4e-09,3e-279,NA,1e-11,3e-08,5e-32,0.3,0.2,NA,NA,3e-14,NA,NA,NA,0.8,0.001,0.1
rab37,RAB37,Proteins,0.00244,0.97413,0.00761,0.00987,,0.00023,0.00051,0.00115,1e-04,0.00055,,,0.00099,,,,7e-05,0.00193,0.00042,7e-17,NA,8e-73,5e-77,NA,0.002,3e-06,8e-07,0.04,1e-06,NA,NA,7e-11,NA,NA,NA,0.7,0.5,2e-05
rab39b,RAB39B,Proteins,0.00075,0.99048,4e-04,0.00277,,0.00134,1e-05,0.00117,0.00128,1e-05,,,0.00014,,,,1e-04,0.00142,0.00015,0.002,NA,0.0002,1e-15,NA,7e-14,0.6,9e-07,9e-13,0.5,NA,NA,0.02,NA,NA,NA,0.5,1,0.01
rab3gap1,RAB3GAP1,Proteins,0.00053,0.99476,0.00065,0.00146,,1e-05,7e-05,0.00057,6e-05,0.00025,,,8e-05,,,,0.00013,0.00143,0,0.008,NA,2e-07,4e-06,NA,0.6,0.08,0.01,0.1,0.001,NA,NA,0.06,NA,NA,NA,0.4,1,0.9
rab44,RAB44,Proteins,0.00229,0.94015,0.00138,0.03407,,0.01114,0.00023,0.00281,0.00196,0.00138,,,0.00171,,,,9e-05,0.00203,0.00077,1e-11,NA,3e-15,1e-311,NA,9e-112,0.001,5e-22,4e-21,2e-15,NA,NA,1e-18,NA,NA,NA,0.5,0.1,3e-09
rab6a,RAB6A,Proteins,0.00361,0.93324,0.00263,0.01192,,0.00556,0.00027,0.00081,0.03121,0.00746,,,0.00012,,,,0.00044,0.00192,8e-04,3e-14,NA,0.2,9e-102,NA,6e-57,0.0005,0.0001,2e-281,1e-75,NA,NA,0.02,NA,NA,NA,0.001,0.4,1e-09
rab6b,RAB6B,Proteins,0.00086,0.99585,1e-04,0.00084,,5e-05,3e-05,0.00015,0.00038,2e-05,,,0.00031,,,,0.00023,0.00116,1e-05,2e-06,NA,0.04,0.02,NA,0.1,0.3,0.8,7e-05,0.3,NA,NA,0.0003,NA,NA,NA,0.09,1,0.5
rabep1,RABEP1,Proteins,0.00162,0.90834,0.00111,0.06416,,0.00574,3e-05,0.01192,0.00183,0.00019,,,0.00196,,,,9e-05,0.00296,5e-05,1e-05,NA,0.0001,0,NA,2e-59,0.3,2e-110,5e-12,0.003,NA,NA,2e-21,NA,NA,NA,0.5,8e-05,0.1
rabepk,RABEPK,Proteins,0.00517,0.98089,0.00084,0.0063,,0.00229,0.00013,0.00044,0.00028,4e-05,,,0.00194,,,,1e-04,0.00151,6e-05,8e-45,NA,9e-07,4e-45,NA,6e-23,0.02,0.07,0.8,0.2,NA,NA,1e-19,NA,NA,NA,0.5,1,0.1
rabgap1l,RABGAP1L,Proteins,0.00282,0.92452,0.00106,0.04623,,0.00516,0.00012,0.00604,0.00662,0.00063,,,0.00384,,,,0.00016,0.0028,1e-05,1e-18,NA,3e-05,0,NA,1e-52,0.02,5e-52,3e-60,1e-07,NA,NA,1e-39,NA,NA,NA,0.2,0.002,0.6
rac3,RAC3,Proteins,0.00071,0.99589,0.00031,0.00073,,1e-04,2e-05,2e-04,0.00113,5e-05,,,4e-05,,,,1e-05,0.00079,1e-05,0.005,NA,0.0004,0.06,NA,0.04,0.4,0.7,6e-12,0.1,NA,NA,0.2,NA,NA,NA,1,1,0.6
rad23b,RAD23B,Proteins,0.00338,0.9623,0.00113,0.02302,,0.00093,7e-05,0.00254,0.00113,3e-05,,,0.00311,,,,0.00022,0.00212,3e-05,1e-20,NA,1e-07,3e-196,NA,2e-10,0.08,2e-18,1e-07,0.3,NA,NA,4e-31,NA,NA,NA,0.09,0.5,0.3
rad51,RAD51,Proteins,0.00129,0.9833,0.00094,0.0061,,0.00201,0.00018,0.00086,0.00302,0.00053,,,5e-05,,,,0.00026,0.00129,0.00018,1e-07,NA,1e-09,6e-44,NA,2e-20,0.005,0.0001,2e-29,2e-06,NA,NA,0.2,NA,NA,NA,0.05,1,0.006
ralb,RALB,Proteins,0.00112,0.99329,0.00034,0.00246,,0.00024,0.00011,0.00035,4e-05,0.00065,,,6e-05,,,,9e-05,0.00113,0.00013,0.003,NA,0.0004,4e-13,NA,0.002,0.04,0.2,0.7,2e-07,NA,NA,0.1,NA,NA,NA,0.6,1,0.02
raly,RALY,Proteins,0.00137,0.96936,0.00128,0.0092,,0.01076,0.00029,0.00158,0.00267,0.00149,,,0,,,,7e-05,0.0013,0.00064,6e-07,NA,6e-09,2e-73,NA,7e-105,0.0004,1e-10,2e-22,5e-16,NA,NA,0.9,NA,NA,NA,0.7,1,1e-07
ranbp1,RANBP1,Proteins,0.001,0.93115,0.00101,0.043,,0.00205,0.00028,0.00348,0.01227,0.00043,,,0.00273,,,,0.00013,0.00246,0,0.01,NA,0.01,0,NA,9e-22,0.0004,8e-28,8e-113,1e-05,NA,NA,2e-28,NA,NA,NA,0.3,0.03,0.7
ranbp2,RANBP2,Proteins,0.00068,0.99252,0.00042,0.00049,,0.00236,3e-05,0.00027,0.00052,0.00085,,,6e-05,,,,0.00029,0.00151,0,0.003,NA,8e-05,0.4,NA,2e-23,0.2,0.4,9e-06,2e-09,NA,NA,0.1,NA,NA,NA,0.03,0.9,1
rangap1,RANGAP1,Proteins,0.00123,0.99234,0.00111,9e-04,,0.00092,0.00011,7e-05,4e-05,0.00178,,,2e-05,,,,0.00013,0.00135,0,4e-06,NA,2e-11,0.009,NA,5e-10,0.03,1,0.7,5e-18,NA,NA,0.4,NA,NA,NA,0.4,1,1
rap1a,RAP1A,Proteins,0.00415,0.98463,0.00112,0.00195,,5e-05,0.00056,4e-04,0.00136,0.00436,,,2e-05,,,,2e-05,0.0013,7e-05,4e-23,NA,6e-12,1e-09,NA,0.2,1e-06,0.1,4e-14,5e-42,NA,NA,0.3,NA,NA,NA,1,1,0.08
rapgef2,RAPGEF2,Proteins,0.00261,0.95443,0.00121,0.02998,,0.00175,2e-04,0.0047,0.00133,0,,,0.00134,,,,8e-05,0.00232,4e-05,5e-15,NA,2e-06,8e-265,NA,1e-18,0.003,2e-38,1e-07,0.8,NA,NA,1e-14,NA,NA,NA,0.6,0.03,0.2
rarres1,RARRES1,Proteins,0.00308,0.97016,0.01246,0.00107,,0.00166,0.00052,5e-04,0.00732,0.00028,,,0.00035,,,,4e-05,0.00161,0.00096,3e-20,NA,3e-117,0.0008,NA,3e-17,3e-06,0.03,1e-69,0.0006,NA,NA,0.0001,NA,NA,NA,0.9,1,1e-10
rarres2,RARRES2,Proteins,0.01194,0.78847,0.02261,0.0059,,0.14388,0,0.00033,0.01581,0.00762,,,0.00019,,,,0.00013,0.00229,0.00083,3e-54,NA,9e-243,1e-55,NA,0,0.9,0.09,2e-164,2e-91,NA,NA,0.001,NA,NA,NA,0.2,0.004,2e-11
rasa1,RASA1,Proteins,0.00102,0.99622,2e-05,4e-04,,0,0.00014,0.00042,7e-05,0.00027,,,2e-05,,,,7e-05,0.00132,1e-05,6e-05,NA,0.4,0.7,NA,0.7,0.01,0.09,0.09,0.0008,NA,NA,0.3,NA,NA,NA,0.7,1,0.5
rasgrf1,RASGRF1,Proteins,0.00046,0.99709,1e-05,0.00049,,2e-05,0,0.00024,0.00015,1e-05,,,9e-05,,,,9e-05,0.00135,0,0.09,NA,0.7,0.4,NA,0.4,0.9,0.5,0.02,0.5,NA,NA,0.06,NA,NA,NA,0.6,1,0.8
rassf2,RASSF2,Proteins,0.00206,0.89949,0.00448,0.05057,,0.02345,1e-04,0.00659,0.00401,0.00395,,,0.00276,,,,6e-05,0.00197,0.00051,4e-12,NA,3e-45,0,NA,2e-235,0.03,9e-59,2e-40,1e-41,NA,NA,1e-29,NA,NA,NA,0.7,0.5,1e-06
rbfox3,RBFOX3,Proteins,0.00979,0.74647,0.10148,0.00287,,0.07204,0.00176,0.00149,0.05108,0.0034,,,0.00019,,,,0.00014,0.00111,0.00819,1e-75,NA,0,8e-25,NA,0,9e-24,1e-13,0,2e-44,NA,NA,0.001,NA,NA,NA,0.1,0.9,5e-104
rbks,RBKS,Proteins,0.00543,0.8631,0.00753,0.03342,,0.03161,0.00156,0.00487,0.04755,0.00148,,,0.00159,,,,0.00011,0.00175,0,3e-46,NA,2e-40,5e-324,NA,0,4e-18,5e-44,0,3e-17,NA,NA,2e-18,NA,NA,NA,0.4,0.6,0.7
rbm17,RBM17,Proteins,0.00206,0.96991,0.00064,0.01709,,0.00207,6e-05,0.00224,0.00041,0.00031,,,0.00358,,,,5e-05,0.00158,1e-05,4e-09,NA,0.0004,3e-146,NA,1e-21,0.1,3e-16,0.2,0.0002,NA,NA,3e-36,NA,NA,NA,0.8,0.8,0.5
rbm19,RBM19,Proteins,0.00139,0.99394,0.00013,0.00232,,7e-05,2e-05,0.00034,3e-05,4e-05,,,0.00011,,,,9e-05,0.00137,0.00015,2e-09,NA,0.03,4e-12,NA,0.08,0.4,0.2,0.3,0.2,NA,NA,0.03,NA,NA,NA,0.6,1,0.01
rbm25,RBM25,Proteins,0.00071,0.99627,9e-05,4e-04,,0.00039,6e-05,0.00036,0,0.00018,,,0,,,,9e-05,0.00145,0,0.005,NA,0.05,0.7,NA,5e-05,0.1,0.2,0.7,0.007,NA,NA,0.9,NA,NA,NA,0.6,0.9,0.8
rbp1,RBP1,Proteins,0.00334,0.98861,0.00162,0.00087,,3e-05,1e-05,2e-04,0.00121,0.00177,,,0.00037,,,,5e-05,0.00108,0.00082,4e-25,NA,2e-05,0.01,NA,0.2,0.4,0.7,0.2,5e-18,NA,NA,7e-05,NA,NA,NA,0.8,1,4e-09
rbp2,RBP2,Proteins,0.00526,0.91688,0.02257,0.00374,,0.00248,0.03376,0.00056,0.00266,0.00925,,,0,,,,0.00011,0.00123,0.00149,5e-32,NA,4e-223,2e-26,NA,9e-27,0,0.007,7e-25,8e-95,NA,NA,1,NA,NA,NA,0.4,1,1e-16
rbp5,RBP5,Proteins,0.01686,0.76423,0.02288,0.00291,,0.1487,0.0076,0.00073,0.02674,0.00397,,,0.00211,,,,8e-05,0.00156,0.00164,3e-186,NA,1e-199,3e-24,NA,0,1e-93,3e-05,3e-245,8e-50,NA,NA,3e-27,NA,NA,NA,0.5,0.6,1e-21
rbp7,RBP7,Proteins,0.01641,0.84167,0.01986,0.04162,,0.06101,0.00028,0.00349,0.00835,0.00069,,,0.00236,,,,6e-05,0.00182,0.0024,5e-171,NA,1e-214,0,NA,0,0.0002,4e-32,4e-89,3e-09,NA,NA,6e-28,NA,NA,NA,0.7,0.1,2e-28
rbpms,RBPMS,Proteins,0.00158,0.99042,0.00059,0.00202,,0.00173,1e-04,0.00073,0.00074,0.00071,,,7e-05,,,,7e-05,0.00104,2e-04,5e-07,NA,4e-06,6e-10,NA,1e-17,0.04,0.001,1e-07,4e-08,NA,NA,0.08,NA,NA,NA,0.7,1,0.004
rbpms2,RBPMS2,Proteins,0.00213,0.93378,0.00087,0.04668,,0.00629,0.00011,0.00638,0.00072,1e-05,,,2e-04,,,,9e-05,0.00272,2e-05,3e-09,NA,0.007,0,NA,4e-63,0.02,1e-54,0.7,0.6,NA,NA,0.003,NA,NA,NA,0.5,0.005,0.4
rcc1,RCC1,Proteins,0.00131,0.97311,0.00447,0.00283,,0.01325,0.00028,0.00072,0.00109,0.00069,,,6e-05,,,,9e-05,0.00104,0.00106,0.001,NA,1e-41,4e-17,NA,5e-128,0.0004,0.0009,5e-09,4e-08,NA,NA,0.1,NA,NA,NA,0.5,1,8e-12
rcor1,RCOR1,Proteins,0.00079,0.9706,0.00106,0.004,,0.0147,2e-05,0.00144,0.00442,1e-05,,,0.00056,,,,0.00019,0.00184,0.00036,0.002,NA,0.02,4e-26,NA,1e-138,0.4,4e-09,1e-34,0.5,NA,NA,9e-07,NA,NA,NA,0.1,0.7,7e-05
reck,RECK,Proteins,0.00344,0.87002,0.00303,0.00366,,0.00219,1e-05,0.00065,0.11186,0.00346,,,4e-05,,,,0.00011,0.00152,3e-05,5e-23,NA,7e-21,6e-27,NA,1e-24,0.6,0.001,0,5e-38,NA,NA,0.2,NA,NA,NA,0.4,0.8,0.2
reep4,REEP4,Proteins,0.00134,0.94281,0.00061,0.04084,,0.0027,0.00023,0.0073,0.00041,1e-05,,,0.00083,,,,4e-05,0.00287,0,0.0002,NA,1e-05,0,NA,2e-28,0.001,2e-64,0.002,0.5,NA,NA,8e-10,NA,NA,NA,0.9,0.0004,1
reg1a,REG1A,Proteins,0.01001,0.92134,0.04133,0.00141,,0.00455,8e-05,0.00056,0.0034,0.01059,,,0.00186,,,,0.00015,0.00133,0.00339,8e-73,NA,0,1e-06,NA,5e-47,0.05,0.007,1e-25,7e-107,NA,NA,3e-20,NA,NA,NA,0.2,1,2e-35
reg1b,REG1B,Proteins,0.01009,0.93598,0.03387,0.00117,,0.00124,0.00053,0.00046,0.0038,0.00899,,,2e-05,,,,7e-05,0.00137,0.00242,2e-80,NA,0,6e-05,NA,5e-14,9e-07,0.03,7e-32,2e-91,NA,NA,0.3,NA,NA,NA,0.7,1,5e-26
reg3a,REG3A,Proteins,0.00494,0.89947,0.06312,0.00318,,0.00347,0.00046,0.00048,0.01162,0.00659,,,0.00024,,,,4e-05,0.00135,0.00503,1e-33,NA,0,2e-22,NA,6e-38,3e-06,0.02,1e-119,3e-70,NA,NA,0.0007,NA,NA,NA,0.9,1,4e-54
reg3g,REG3G,Proteins,0.00146,0.97836,0.00189,0.00096,,3e-04,0.00013,0.00069,0.01378,0.00092,,,3e-04,,,,0.00011,0.00086,0.00026,2e-06,NA,2e-18,0.003,NA,0.0003,0.02,0.002,5e-131,2e-10,NA,NA,0.0003,NA,NA,NA,0.5,1,0.0007
reg4,REG4,Proteins,0.00293,0.88583,0.08123,0.00186,,8e-05,0.00069,0.00039,0.00211,0.02004,,,0.00026,,,,4e-05,0.0014,0.00313,3e-12,NA,0,1e-10,NA,0.04,8e-09,0.06,5e-09,3e-209,NA,NA,0.0004,NA,NA,NA,0.9,0.9,1e-34
relb,RELB,Proteins,0.00146,0.9963,0.00015,0.00063,,0,6e-05,0.00023,0,3e-05,,,7e-05,,,,3e-05,0.00103,1e-05,5e-10,NA,0.01,0.2,NA,0.7,0.1,0.6,0.9,0.3,NA,NA,0.08,NA,NA,NA,0.9,1,0.5
relt,RELT,Proteins,0.00527,0.73205,0.03027,0.00231,,0.06128,0.00327,7e-04,0.14568,0.00594,,,0.00726,,,,0.00012,0.00137,0.00446,3e-35,NA,0,6e-19,NA,0,3e-43,3e-05,0,6e-77,NA,NA,1e-93,NA,NA,NA,0.2,0.7,2e-58
ren,REN,Proteins,0.00601,0.86678,0.00803,0.00324,,0.02178,0.00042,0.00069,0.07774,0.01038,,,0,,,,3e-05,0.00082,0.00406,3e-44,NA,2e-83,1e-23,NA,2e-231,6e-06,0.0004,0,4e-112,NA,NA,0.7,NA,NA,NA,0.9,1,4e-45
reps1,REPS1,Proteins,0.00072,0.99004,0.00041,0.00451,,0.00089,7e-05,0.00143,0.00033,6e-05,,,0.00019,,,,7e-05,0.00128,0,0.0009,NA,0.0002,1e-29,NA,8e-10,0.1,8e-09,0.001,0.1,NA,NA,0.005,NA,NA,NA,0.7,1,1
rest,REST,Proteins,0.00055,0.99642,3e-05,0.00069,,0.00047,0,0.00018,3e-05,0.00042,,,2e-05,,,,1e-04,0.00111,0,0.03,NA,0.4,0.1,NA,1e-05,0.9,0.7,0.5,3e-05,NA,NA,0.4,NA,NA,NA,0.6,1,0.9
ret,RET,Proteins,0.01911,0.86769,0.04305,0.00383,,0.05226,0,0.00082,0.00509,0.00353,,,0,,,,1e-05,0.00184,0.00277,1e-117,NA,0,4e-29,NA,0,0.8,4e-05,0.01,2e-39,NA,NA,0.9,NA,NA,NA,1,0.5,3e-31
retn,RETN,Proteins,0.01166,0.94508,0.00396,0.00333,,0.02812,9e-05,0.00065,0.00342,0.00057,,,0.00015,,,,8e-05,0.00149,0.0014,1e-63,NA,1e-19,1e-21,NA,4e-272,0.05,0.002,3e-14,4e-07,NA,NA,0.009,NA,NA,NA,0.6,0.9,2e-15
rexo2,REXO2,Proteins,0.00044,0.99297,0.00171,0.0011,,0.00124,2e-05,0.00026,0.00019,7e-05,,,0,,,,0.00011,0.00189,0,0.03,NA,3e-17,0.0008,NA,6e-13,0.4,0.5,0.007,0.08,NA,NA,0.7,NA,NA,NA,0.5,0.7,1
rfc4,RFC4,Proteins,0.00171,0.97855,0.00064,0.0086,,0.00498,3e-05,0.00167,0.00207,0.00024,,,1e-05,,,,6e-05,0.0014,4e-05,2e-09,NA,0.05,3e-67,NA,3e-49,0.3,3e-11,3e-16,0.001,NA,NA,0.5,NA,NA,NA,0.8,0.9,0.2
rgcc,RGCC,Proteins,0.00165,0.95066,0.0012,0.03193,,0.00419,0.00016,0.00402,0.00118,0,,,0.00215,,,,5e-05,0.00272,8e-05,6e-06,NA,9e-05,5e-289,NA,5e-43,0.006,6e-33,0.0001,0.8,NA,NA,6e-23,NA,NA,NA,0.8,0.002,0.05
rgl2,RGL2,Proteins,0.00161,0.99485,0.00025,0.00103,,1e-05,6e-05,0.00041,1e-04,0.00011,,,3e-05,,,,8e-05,0.00143,1e-05,5e-11,NA,0.001,0.002,NA,0.6,0.1,0.09,0.04,0.03,NA,NA,0.2,NA,NA,NA,0.6,0.9,0.5
rgma,RGMA,Proteins,0.00568,0.94117,0.00142,0.00235,,0.01468,0.00051,0.00076,0.02243,0.00914,,,0.00091,,,,5e-05,9e-04,0,1e-23,NA,1e-10,6e-14,NA,8e-147,1e-06,0.0003,3e-217,2e-92,NA,NA,1e-10,NA,NA,NA,0.8,1,0.9
rgmb,RGMB,Proteins,0.00452,0.92469,0.01129,0.00164,,0.00104,0,0.00096,0.05165,0.00153,,,0.00095,,,,2e-05,0.00126,0.00045,2e-23,NA,1e-94,2e-08,NA,3e-12,0.7,5e-06,0,3e-17,NA,NA,3e-11,NA,NA,NA,1,1,5e-06
rgs10,RGS10,Proteins,0.00196,0.96809,0.00118,0.01817,,0.00029,7e-05,0.00216,0.00048,0.00032,,,0.00458,,,,6e-05,0.00255,9e-05,3e-12,NA,2e-09,2e-156,NA,0.0004,0.08,1e-15,0.03,0.0002,NA,NA,5e-46,NA,NA,NA,0.7,0.01,0.04
rgs8,RGS8,Proteins,0.00175,0.99579,0.00035,0.00042,,1e-05,2e-05,0.00015,2e-04,8e-05,,,2e-05,,,,1e-04,0.00112,0,8e-10,NA,0.0001,0.6,NA,0.6,0.4,0.9,0.004,0.06,NA,NA,0.4,NA,NA,NA,0.5,1,1
rhoc,RHOC,Proteins,0.00124,0.95911,7e-05,0.0289,,0.0014,0.00013,0.00258,0.00072,2e-05,,,0.00351,,,,5e-05,0.00226,0,2e-05,NA,0.9,2e-252,NA,5e-15,0.02,5e-19,1e-07,0.4,NA,NA,3e-35,NA,NA,NA,0.8,0.2,0.7
rictor,RICTOR,Proteins,0.00081,0.99603,0.00041,0.00037,,0.00011,1e-05,0.00024,0.00032,0.00017,,,2e-05,,,,4e-05,0.00146,3e-05,0.005,NA,4e-05,0.8,NA,0.03,0.6,0.5,0.0003,0.009,NA,NA,0.3,NA,NA,NA,0.9,0.9,0.3
rida,RIDA,Proteins,0.00091,0.8121,0.01381,0.01875,,0.10031,0.00925,0.00392,0.03588,0.00134,,,0.00155,,,,0.00015,0.00165,0.00038,0.003,NA,3e-99,3e-190,NA,0,2e-105,2e-37,0,9e-17,NA,NA,4e-19,NA,NA,NA,0.2,0.3,8e-06
rilp,RILP,Proteins,0.00295,0.9132,5e-04,0.06226,,0.00516,0.00018,0.00792,0.00232,0.00023,,,0.00328,,,,0.00015,0.00185,0,3e-20,NA,0.03,0,NA,2e-54,0.003,1e-72,2e-21,0.001,NA,NA,2e-35,NA,NA,NA,0.2,0.6,0.7
rilpl2,RILPL2,Proteins,0.00323,0.9464,0.00121,0.03319,,0.003,7e-05,0.00262,0.00174,0.00038,,,0.00527,,,,1e-04,0.00275,5e-05,5e-19,NA,0.001,2e-302,NA,2e-31,0.07,3e-20,4e-09,3e-05,NA,NA,8e-54,NA,NA,NA,0.5,0.003,0.1
ripk4,RIPK4,Proteins,0.00132,0.99622,1e-04,0.00047,,3e-05,5e-05,9e-05,0.00011,0,,,6e-05,,,,7e-05,0.00148,1e-05,1e-05,NA,0.05,0.5,NA,0.3,0.2,1,0.03,0.8,NA,NA,0.1,NA,NA,NA,0.7,1,0.6
rln1,RLN1,Proteins,0.00075,0.96353,0.01978,0.00074,,0.00061,0.00018,0.00015,0.01284,0.00022,,,0,,,,0.00016,0.00103,0,0.004,NA,8e-131,0.03,NA,2e-07,0.004,0.8,4e-64,0.002,NA,NA,0.7,NA,NA,NA,0.2,1,0.7
