FID,Name,Type,r2_Residuals,r2_PCs,r2_age_recruitment,r2_assessment_centre,r2_batch,r2_bmi,r2_fasting,r2_month_attending,r2_sex,r2_smoking,r2_spectrometer,r2_time_analysis,r2_time_day,r2_acquisition_time,r2_device_ID,r2_dilution_factor,r2_Batch,r2_panel_date,r2_ppp_sel,p.value_PCs,p.value_Residuals,p.value_age_recruitment,p.value_assessment_centre,p.value_batch,p.value_bmi,p.value_fasting,p.value_month_attending,p.value_sex,p.value_smoking,p.value_spectrometer,p.value_time_analysis,p.value_time_day,p.value_acquisition_time,p.value_device_ID,p.value_dilution_factor,p.value_Batch,p.value_panel_date,p.value_ppp_sel
tbc1d17,TBC1D17,Proteins,0.9016,0.0038,4e-04,0.0656,,0.0048,0.0013,0.0059,0.0121,8e-04,,,8e-04,,,,0,0.0027,1e-04,7e-22,NA,0.005,0,NA,6e-50,6e-15,1e-51,3e-120,5e-10,NA,NA,2e-09,NA,NA,NA,0.9,0.005,0.009
tbc1d23,TBC1D23,Proteins,0.9419,0.001,9e-04,0.0439,,0.0019,2e-04,0.0046,5e-04,0,,,0.002,,,,1e-04,0.0029,1e-04,2e-05,NA,2e-05,0,NA,8e-21,0.002,2e-38,0.8,0.2,NA,NA,1e-21,NA,NA,NA,0.6,0.005,0.05
tbc1d5,TBC1D5,Proteins,0.916,0.0011,4e-04,0.0616,,0.0023,0,0.0145,9e-04,1e-04,,,9e-04,,,,2e-04,0.0019,0,4e-05,NA,0.004,0,NA,3e-25,0.4,4e-136,5e-09,0.02,NA,NA,1e-10,NA,NA,NA,0.1,0.3,0.8
tbca,TBCA,Proteins,0.9435,0.0026,7e-04,0.0311,,0.0064,0,0.0039,0.0033,4e-04,,,0.0059,,,,1e-04,0.0021,0,5e-13,NA,0.8,3e-276,NA,2e-63,0.5,3e-31,3e-27,5e-05,NA,NA,2e-58,NA,NA,NA,0.3,0.1,0.6
tbcb,TBCB,Proteins,0.9542,0.0023,4e-04,0.0303,,0.0029,1e-04,0.0027,3e-04,2e-04,,,0.0039,,,,1e-04,0.0027,0,4e-11,NA,0.08,1e-268,NA,3e-30,0.06,4e-20,0.9,0.007,NA,NA,2e-39,NA,NA,NA,0.3,0.01,0.6
tbcc,TBCC,Proteins,0.9501,0.0032,7e-04,0.0311,,0.0038,1e-04,0.0033,7e-04,2e-04,,,0.0044,,,,2e-04,0.0023,0,3e-18,NA,0.04,4e-277,NA,4e-39,0.09,2e-25,0.03,0.007,NA,NA,3e-44,NA,NA,NA,0.2,0.1,0.4
tbl1x,TBL1X,Proteins,0.9525,0.0012,0.0012,0.0339,,4e-04,2e-04,0.0036,0.0011,2e-04,,,0.0034,,,,0,0.0021,1e-04,7e-06,NA,6e-06,1e-297,NA,4e-05,0.008,5e-28,1e-05,0.002,NA,NA,1e-34,NA,NA,NA,1,0.5,0.02
tbr1,TBR1,Proteins,0.9968,8e-04,1e-04,4e-04,,1e-04,0,2e-04,2e-04,0,,,0,,,,2e-04,0.0011,0,0.01,NA,0.08,0.6,NA,0.03,0.2,0.8,0.004,0.3,NA,NA,0.2,NA,NA,NA,0.2,1,0.4
tcl1a,TCL1A,Proteins,0.8973,0.0368,0.0059,0.0164,,0.0163,6e-04,0.0015,0.0041,0.0019,,,0.0169,,,,2e-04,0.0021,1e-04,2e-296,NA,9e-31,2e-149,NA,2e-167,3e-07,5e-11,6e-13,1e-21,NA,NA,3e-173,NA,NA,NA,0.2,0.2,0.1
tcl1b,TCL1B,Proteins,0.9964,5e-04,3e-04,5e-04,,2e-04,0,1e-04,1e-04,4e-04,,,0,,,,0,0.0016,0,0.05,NA,0.0007,0.4,NA,0.008,0.6,1,0.05,8e-05,NA,NA,0.3,NA,NA,NA,1,0.9,0.9
tcn1,TCN1,Proteins,0.9712,0.0134,0.0011,0.0043,,4e-04,9e-04,0.0011,0.0054,1e-04,,,3e-04,,,,1e-04,0.0013,3e-04,4e-88,NA,5e-07,9e-29,NA,2e-05,2e-10,2e-06,1e-47,0.01,NA,NA,0.0002,NA,NA,NA,0.6,1,0.0006
tcn2,TCN2,Proteins,0.9157,0.0082,0.0138,0.0019,,0.002,0,4e-04,0.0511,0.002,,,0.0023,,,,1e-04,0.001,0.0016,2e-47,NA,6e-138,1e-10,NA,1e-21,0.1,0.05,0,1e-21,NA,NA,2e-25,NA,NA,NA,0.5,1,1e-17
tcof1,TCOF1,Proteins,0.9226,0.0016,0.0103,0.0056,,0.0371,0.0012,0.0018,0.014,0.001,,,0.0018,,,,0,0.0014,0.0016,2e-08,NA,3e-75,3e-44,NA,0,2e-13,3e-13,7e-112,3e-12,NA,NA,7e-20,NA,NA,NA,0.9,0.9,3e-18
tcp11,TCP11,Proteins,0.9955,9e-04,4e-04,7e-04,,3e-04,0,2e-04,7e-04,1e-04,,,0,,,,1e-04,0.0011,0,0.007,NA,0.001,0.09,NA,0.0004,0.8,0.6,5e-06,0.04,NA,NA,0.7,NA,NA,NA,0.6,1,0.8
tctn3,TCTN3,Proteins,0.898,0.0063,0.0028,0.0031,,0.0485,8e-04,0.0013,0.0365,0.0015,,,1e-04,,,,0,0.0011,0,1e-28,NA,0.1,2e-21,NA,0,7e-10,7e-09,0,2e-17,NA,NA,0.04,NA,NA,NA,0.9,1,0.2
tdgf1,TDGF1,Proteins,0.9666,0.0168,7e-04,0.0014,,6e-04,0,2e-04,6e-04,0,,,1e-04,,,,0.0018,0.0111,0,8e-121,NA,9e-07,5e-06,NA,2e-07,0.8,0.8,4e-06,0.3,NA,NA,0.02,NA,NA,NA,2e-15,1e-54,0.3
tdo2,TDO2,Proteins,0.9755,0.0013,7e-04,0.0014,,0.0084,4e-04,6e-04,0.0091,3e-04,,,9e-04,,,,1e-04,0.0013,0,7e-05,NA,0.006,1e-05,NA,2e-80,6e-05,0.006,3e-81,0.001,NA,NA,9e-10,NA,NA,NA,0.5,1,0.2
tdp1,TDP1,Proteins,0.9376,0.0031,0.0033,0.0189,,0.0248,2e-04,0.0035,0.0052,0,,,0.0013,,,,0,0.0014,5e-04,5e-16,NA,9e-17,2e-168,NA,2e-245,0.004,2e-28,2e-35,0.2,NA,NA,5e-15,NA,NA,NA,0.9,0.9,7e-07
tdrkh,TDRKH,Proteins,0.9432,0.0019,5e-04,0.037,,0.0089,2e-04,0.0054,6e-04,1e-04,,,3e-04,,,,0,0.0019,0,1e-09,NA,0.5,0,NA,1e-87,0.004,2e-44,0.02,0.05,NA,NA,0.0004,NA,NA,NA,0.9,0.5,0.2
tef,TEF,Proteins,0.9939,6e-04,0,0.0025,,4e-04,0,3e-04,1e-04,0,,,1e-04,,,,1e-04,0.0018,0,0.001,NA,0.6,9e-14,NA,4e-05,1,0.3,0.3,0.5,NA,NA,0.02,NA,NA,NA,0.5,0.7,0.7
tek,TEK,Proteins,0.9724,0.0023,0.0031,0.0019,,0.007,5e-04,5e-04,0.0099,0.0014,,,0,,,,1e-04,9e-04,0,3e-09,NA,0.08,5e-10,NA,1e-68,5e-06,0.03,3e-67,2e-15,NA,NA,0.7,NA,NA,NA,0.3,1,0.9
terf1,TERF1,Proteins,0.9958,6e-04,0,9e-04,,8e-04,0,2e-04,0,1e-04,,,1e-04,,,,2e-04,0.0013,0,0.02,NA,0.8,0.008,NA,2e-08,0.3,0.6,0.5,0.04,NA,NA,0.03,NA,NA,NA,0.2,1,0.5
tet2,TET2,Proteins,0.9963,8e-04,0,0.0012,,0,1e-04,4e-04,3e-04,0,,,0,,,,0,9e-04,0,5e-05,NA,0.8,0.0003,NA,0.3,0.1,0.2,0.0003,0.7,NA,NA,1,NA,NA,NA,1,1,0.7
tex101,TEX101,Proteins,0.4774,0.0026,0.0013,0.0015,,0.0016,7e-04,9e-04,0.5065,0.005,,,1e-04,,,,1e-04,0.0021,1e-04,7e-18,NA,8e-09,7e-18,NA,1e-31,2e-15,1e-12,0,4e-97,NA,NA,0.0004,NA,NA,NA,0.2,2e-10,0.01
tex33,TEX33,Proteins,0.9959,0.001,3e-04,4e-04,,8e-04,0,3e-04,2e-04,1e-04,,,0,,,,1e-04,0.001,0,0.008,NA,0.002,0.5,NA,1e-08,0.6,0.4,0.02,0.07,NA,NA,0.2,NA,NA,NA,0.7,1,0.9
tf,TF,Proteins,0.9696,0.0062,0.0093,0.003,,0.0053,8e-04,6e-04,0.0035,0,,,0,,,,0,0.0013,3e-04,4e-25,NA,1e-89,5e-19,NA,4e-53,6e-09,0.004,2e-34,0.4,NA,NA,0.5,NA,NA,NA,0.9,1,0.0005
tfap2a,TFAP2A,Proteins,0.9958,0.0011,0,4e-04,,1e-04,0,2e-04,1e-04,9e-04,,,0,,,,1e-04,0.0013,0,5e-05,NA,0.6,0.7,NA,0.02,0.7,0.7,0.3,1e-09,NA,NA,1,NA,NA,NA,0.8,1,0.5
tff1,TFF1,Proteins,0.8661,0.011,0.0816,0.0064,,0.002,0.0022,3e-04,0.0052,0.0191,,,0.0011,,,,1e-04,0.0017,0.0033,5e-40,NA,0,5e-54,NA,1e-22,7e-25,0.2,6e-55,1e-203,NA,NA,3e-13,NA,NA,NA,0.4,0.7,1e-36
tff2,TFF2,Proteins,0.8587,0.0032,0.0656,0.0032,,2e-04,8e-04,2e-04,0.0186,0.0449,,,7e-04,,,,1e-04,0.0012,0.0026,8e-21,NA,0,3e-23,NA,0.0006,8e-10,0.7,3e-197,0,NA,NA,2e-09,NA,NA,NA,0.4,1,9e-30
tff3,TFF3,Proteins,0.9017,0.0073,0.0513,0.0014,,6e-04,0.0013,7e-04,0.0173,0.0116,,,3e-04,,,,1e-04,0.0013,0.0051,4e-45,NA,0,5e-07,NA,4e-08,5e-15,0.0005,3e-159,6e-120,NA,NA,0.0006,NA,NA,NA,0.8,1,3e-54
tfpi,TFPI,Proteins,0.891,0.005,0.0461,0.0024,,0.0201,0.0013,7e-04,0.0249,0.0052,,,0.0015,,,,2e-04,0.0015,0,2e-34,NA,6e-299,3e-15,NA,8e-208,3e-15,0.0002,2e-84,2e-55,NA,NA,1e-17,NA,NA,NA,0.1,0.9,0.8
tfpi2,TFPI2,Proteins,0.8674,0.0086,0.028,0.0018,,0.0099,0.0013,4e-04,0.0786,1e-04,,,7e-04,,,,0,0.0013,0.0019,5e-43,NA,3e-281,1e-10,NA,1e-107,2e-15,0.03,0,0.01,NA,NA,1e-09,NA,NA,NA,0.9,1,1e-21
tfrc,TFRC,Proteins,0.9131,0.0478,3e-04,0.0136,,0.0133,0.0011,0.0013,2e-04,0.0064,,,7e-04,,,,1e-04,0.0012,9e-04,0,NA,0.06,6e-121,NA,8e-136,3e-13,3e-09,0.4,2e-66,NA,NA,9e-09,NA,NA,NA,0.6,1,1e-10
tg,TG,Proteins,0.9579,0.0015,7e-04,9e-04,,0.0046,4e-04,3e-04,0.0316,1e-04,,,4e-04,,,,1e-04,0.0014,1e-04,9e-05,NA,1e-05,0.007,NA,7e-47,1e-05,0.2,6e-302,0.1,NA,NA,5e-05,NA,NA,NA,0.3,0.9,0.1
tgfa,TGFA,Proteins,0.8924,0.007,0.0074,0.0161,,0.0436,3e-04,0.0052,0.0131,0.0086,,,0.0018,,,,2e-04,0.0019,0.0024,2e-41,NA,2e-63,1e-148,NA,0,0.0002,5e-47,1e-122,3e-91,NA,NA,6e-20,NA,NA,NA,0.2,0.3,2e-26
tgfb1,TGFB1,Proteins,0.9319,0.0111,0.0137,0.0064,,0.029,1e-04,8e-04,1e-04,0.0034,,,0.0015,,,,2e-04,0.0014,6e-04,7e-63,NA,1e-137,7e-51,NA,3e-288,0.1,0.0003,0.6,9e-36,NA,NA,2e-16,NA,NA,NA,0.05,1,1e-07
tgfb2,TGFB2,Proteins,0.9932,7e-04,0.0015,0.0012,,0.0011,0,4e-04,2e-04,1e-04,,,2e-04,,,,1e-04,9e-04,3e-04,8e-05,NA,1e-15,7e-05,NA,3e-12,0.8,0.08,0.004,0.1,NA,NA,0.002,NA,NA,NA,0.8,1,0.0007
tgfbi,TGFBI,Proteins,0.9381,0.0069,0.0026,0.0014,,0.0111,0.0023,0.0014,0.0316,0.0033,,,1e-04,,,,1e-04,0.0012,0,2e-37,NA,0.004,3e-06,NA,2e-109,4e-24,1e-09,6e-283,8e-34,NA,NA,0.08,NA,NA,NA,0.4,1,0.9
tgfbr1,TGFBR1,Proteins,0.9893,0.0026,0.0039,0.0012,,2e-04,1e-04,5e-04,1e-04,0,,,2e-04,,,,0,0.001,8e-04,1e-17,NA,9e-38,0.0001,NA,0.003,0.06,0.06,0.1,0.1,NA,NA,0.01,NA,NA,NA,1,1,1e-08
tgfbr2,TGFBR2,Proteins,0.8037,0.0153,0.0735,0.0029,,0.0959,1e-04,9e-04,5e-04,0.0012,,,0.001,,,,1e-04,0.0013,0.0036,5e-101,NA,0,9e-23,NA,0,0.01,2e-06,7e-05,2e-15,NA,NA,3e-13,NA,NA,NA,0.2,1,2e-43
tgfbr3,TGFBR3,Proteins,0.9664,0.009,0.0161,0.0021,,0.001,0,7e-04,6e-04,0,,,0.0013,,,,1e-04,0.0017,0.0011,5e-50,NA,3e-151,5e-11,NA,5e-11,0.9,0.001,0.05,0.1,NA,NA,4e-14,NA,NA,NA,0.6,0.8,3e-12
tgm2,TGM2,Proteins,0.8864,0.0014,2e-04,0.0851,,0.0015,4e-04,0.0037,0.0167,9e-04,,,7e-04,,,,3e-04,0.0027,0,3e-07,NA,0.3,0,NA,7e-18,2e-05,7e-32,2e-172,8e-11,NA,NA,7e-09,NA,NA,NA,0.01,0.002,0.2
tgoln2,TGOLN2,Proteins,0.9327,0.0226,0.0232,0.0032,,0.0127,0,7e-04,1e-04,1e-04,,,0.001,,,,1e-04,0.0016,0.0019,2e-135,NA,8e-232,2e-21,NA,7e-129,0.3,0.001,0.1,0.03,NA,NA,1e-11,NA,NA,NA,0.4,0.6,3e-21
thap12,THAP12,Proteins,0.9903,0.0014,5e-04,0.0036,,0.0011,0,9e-04,5e-04,1e-04,,,2e-04,,,,1e-04,0.0014,0,3e-07,NA,3e-06,5e-22,NA,5e-12,0.9,0.0002,1e-05,0.1,NA,NA,0.009,NA,NA,NA,0.8,0.9,0.6
thbd,THBD,Proteins,0.8914,0.006,0.0322,0.0027,,0.0167,1e-04,0.001,0.0436,1e-04,,,0.0038,,,,1e-04,0.0013,0.001,2e-35,NA,8e-287,7e-18,NA,4e-173,0.01,3e-06,0,0.05,NA,NA,2e-41,NA,NA,NA,0.7,1,1e-11
thbs2,THBS2,Proteins,0.9431,0.0073,0.002,0.0011,,0.015,0,0.0012,0.0259,0.0013,,,4e-04,,,,0,0.0013,0.0014,9e-41,NA,0.4,0.0003,NA,4e-148,0.6,7e-08,2e-233,4e-14,NA,NA,6e-05,NA,NA,NA,1,1,1e-15
thbs4,THBS4,Proteins,0.8773,0.0042,0.0193,0.0015,,0.0793,1e-04,6e-04,0.0096,0.0038,,,0.0017,,,,1e-04,0.0016,0.001,2e-14,NA,7e-203,5e-08,NA,0,0.05,0.004,1e-101,5e-42,NA,NA,3e-19,NA,NA,NA,0.6,0.7,3e-12
thop1,THOP1,Proteins,0.8519,0.002,0.0075,0.0259,,0.0412,0.003,0.0065,0.0549,0.0044,,,2e-04,,,,2e-04,0.002,2e-04,6e-11,NA,1,3e-256,NA,0,3e-34,1e-62,0,1e-49,NA,NA,0.0009,NA,NA,NA,0.08,0.2,0.001
thpo,THPO,Proteins,0.9704,0.0041,0.0047,0.003,,2e-04,1e-04,5e-04,0.0116,7e-04,,,0.0032,,,,3e-04,0.0013,0,1e-19,NA,6e-29,3e-18,NA,0.01,0.01,0.04,2e-93,5e-08,NA,NA,1e-31,NA,NA,NA,0.04,1,0.6
thrap3,THRAP3,Proteins,0.9883,0.004,0.0018,8e-04,,2e-04,4e-04,3e-04,0.0027,2e-04,,,1e-04,,,,0,0.0011,0,2e-34,NA,2e-17,0.02,NA,0.001,0.0001,0.3,5e-26,0.004,NA,NA,0.06,NA,NA,NA,0.9,1,0.2
thsd1,THSD1,Proteins,0.9931,0.0012,2e-04,7e-04,,0.0014,1e-04,0,0,0.0017,,,1e-04,,,,1e-04,0.0012,1e-04,4e-05,NA,0.01,0.05,NA,2e-14,0.02,1,0.8,3e-17,NA,NA,0.05,NA,NA,NA,0.7,1,0.1
thtpa,THTPA,Proteins,0.9538,0.0026,0.0012,0.0255,,0.0019,1e-04,0.0044,0.0012,1e-04,,,0.0067,,,,2e-04,0.0023,0,4e-10,NA,0.0001,1e-226,NA,2e-20,0.04,8e-36,0.0001,0.02,NA,NA,8e-67,NA,NA,NA,0.1,0.02,0.2
thy1,THY1,Proteins,0.8344,0.0072,0.0162,0.0042,,0.0937,0.0013,3e-04,0.0366,0.0015,,,9e-04,,,,0,0.0012,0.0024,2e-52,NA,2e-175,6e-35,NA,0,9e-16,0.2,0,2e-18,NA,NA,2e-11,NA,NA,NA,0.9,1,1e-28
tia1,TIA1,Proteins,0.9608,0.0022,7e-04,0.0213,,0.0057,1e-04,0.0022,0.0013,0,,,0.0035,,,,1e-04,0.0021,0,9e-09,NA,0.5,5e-179,NA,7e-55,0.04,2e-15,8e-07,0.2,NA,NA,2e-34,NA,NA,NA,0.3,0.3,0.4
tie1,TIE1,Proteins,0.9736,0.0072,0.001,0.0021,,0.0095,3e-04,5e-04,0.002,0.0015,,,5e-04,,,,0,0.001,9e-04,7e-27,NA,2e-10,3e-11,NA,2e-92,0.0005,0.04,3e-19,7e-16,NA,NA,5e-06,NA,NA,NA,0.9,1,1e-10
tigar,TIGAR,Proteins,0.9783,0.001,0.0021,0.007,,0.0061,1e-04,0.0011,5e-04,0.001,,,6e-04,,,,1e-04,0.0013,7e-04,0.004,NA,5e-21,2e-51,NA,2e-58,0.05,3e-06,1e-05,5e-11,NA,NA,1e-07,NA,NA,NA,0.8,1,5e-08
tigit,TIGIT,Proteins,0.9842,0.0016,0.0037,0.001,,0.0048,3e-04,4e-04,0.0018,0,,,1e-04,,,,0,0.0011,0.001,1e-05,NA,1e-34,0.002,NA,4e-46,0.001,0.1,2e-16,0.6,NA,NA,0.1,NA,NA,NA,0.9,1,3e-11
timd4,TIMD4,Proteins,0.9269,0.0066,0.0032,0.0019,,0.0334,5e-04,0.0012,0.0232,0,,,0,,,,0,0.0015,0.0015,3e-19,NA,4e-29,1e-10,NA,0,2e-06,5e-08,8e-227,0.5,NA,NA,0.9,NA,NA,NA,0.9,0.9,8e-17
timm10,TIMM10,Proteins,0.9677,0.002,9e-04,0.0178,,0.004,1e-04,0.0025,9e-04,3e-04,,,0.0011,,,,1e-04,0.0025,0,2e-06,NA,0.01,3e-153,NA,1e-40,0.04,1e-18,0.04,0.0002,NA,NA,1e-12,NA,NA,NA,0.5,0.02,0.4
timm8a,TIMM8A,Proteins,0.9522,0.0018,0.0014,0.0345,,6e-04,9e-04,0.0033,0.0022,2e-04,,,3e-04,,,,1e-04,0.0023,2e-04,6e-09,NA,2e-13,1e-312,NA,2e-07,1e-10,8e-26,7e-21,0.002,NA,NA,0.0001,NA,NA,NA,0.7,0.04,0.009
timp1,TIMP1,Proteins,0.8854,0.0106,0.0381,0.0018,,0.0442,6e-04,9e-04,0.0049,0.0081,,,7e-04,,,,0,0.0013,0.0035,7e-68,NA,0,1e-09,NA,0,3e-07,7e-06,3e-50,1e-84,NA,NA,6e-09,NA,NA,NA,0.9,1,1e-37
timp2,TIMP2,Proteins,0.9579,0.0029,0.0188,0.0011,,0.0141,2e-04,9e-04,0.0011,5e-04,,,1e-04,,,,1e-04,0.0011,0.0014,3e-10,NA,2e-183,0.0005,NA,1e-138,0.001,7e-05,2e-12,6e-06,NA,NA,0.08,NA,NA,NA,0.5,1,4e-15
timp3,TIMP3,Proteins,0.9455,0.0252,0.0041,0.0026,,0.0105,0,5e-04,0.0034,6e-04,,,0.0058,,,,1e-04,0.0017,0,4e-206,NA,4e-37,3e-16,NA,2e-104,0.2,0.03,1e-29,5e-07,NA,NA,1e-58,NA,NA,NA,0.7,0.6,0.2
timp4,TIMP4,Proteins,0.8393,0.0053,0.0521,0.0022,,0.0075,3e-04,5e-04,0.0626,2e-04,,,0.0251,,,,0,0.0022,0.0027,3e-24,NA,0,6e-15,NA,4e-85,4e-05,0.01,0,0.001,NA,NA,2e-275,NA,NA,NA,0.9,0.06,5e-32
tinagl1,TINAGL1,Proteins,0.9001,0.0027,0.0595,0.0012,,0.0057,1e-04,3e-04,0.0066,0.0157,,,0.0034,,,,1e-04,0.0012,0.0034,1e-19,NA,0,2e-05,NA,6e-60,0.04,0.3,1e-57,1e-161,NA,NA,5e-37,NA,NA,NA,0.3,1,3e-36
tjap1,TJAP1,Proteins,0.9135,0.0021,0.0013,0.0578,,0.0049,3e-04,0.0112,0.0038,2e-04,,,0.0021,,,,1e-04,0.0027,1e-04,1e-10,NA,0.2,0,NA,1e-51,0.0005,8e-105,3e-28,0.002,NA,NA,2e-23,NA,NA,NA,0.8,0.009,0.07
tjp3,TJP3,Proteins,0.9966,6e-04,1e-04,5e-04,,3e-04,0,2e-04,4e-04,0,,,0,,,,2e-04,0.0012,0,0.02,NA,0.1,0.5,NA,0.0003,0.5,0.7,0.0005,0.6,NA,NA,0.7,NA,NA,NA,0.2,1,0.5
tk1,TK1,Proteins,0.9847,9e-04,4e-04,5e-04,,0.0093,0,6e-04,0.0017,3e-04,,,0,,,,0,0.0011,5e-04,5e-05,NA,0.3,0.4,NA,1e-88,0.5,0.005,3e-14,0.0004,NA,NA,0.9,NA,NA,NA,0.9,1,8e-06
tlr1,TLR1,Proteins,0.9592,0.0241,0.0057,0.0047,,1e-04,0,3e-04,0.0023,0.0012,,,1e-04,,,,1e-04,0.0016,5e-04,3e-139,NA,5e-55,9e-33,NA,0.02,0.5,0.3,9e-23,8e-13,NA,NA,0.01,NA,NA,NA,0.4,0.8,3e-06
tlr2,TLR2,Proteins,0.9929,9e-04,9e-04,6e-04,,0.0017,0,4e-04,6e-04,6e-04,,,0,,,,0,9e-04,5e-04,0.02,NA,1e-09,0.1,NA,4e-17,0.4,0.1,8e-07,1e-06,NA,NA,0.8,NA,NA,NA,0.9,1,3e-06
tlr3,TLR3,Proteins,0.9606,0.0129,0.0094,6e-04,,0.0089,4e-04,7e-04,0.0054,0,,,0,,,,0,0.001,1e-04,5e-106,NA,2e-60,0.1,NA,3e-88,7e-05,0.0006,4e-22,0.4,NA,NA,0.6,NA,NA,NA,0.9,1,0.1
tlr4,TLR4,Proteins,0.9938,0.001,4e-04,0.0011,,2e-04,2e-04,3e-04,6e-04,9e-04,,,0,,,,1e-04,0.0013,0,0.007,NA,0.1,0.001,NA,0.004,0.007,0.2,0.001,6e-10,NA,NA,0.3,NA,NA,NA,0.3,1,0.2
tmco5a,TMCO5A,Proteins,0.9845,0.0027,5e-04,0.0065,,9e-04,0,0.0013,4e-04,0,,,0.0015,,,,1e-04,0.0016,0,4e-20,NA,0.07,2e-46,NA,1e-09,0.3,1e-07,0.4,0.4,NA,NA,5e-16,NA,NA,NA,0.5,0.9,0.3
tmed1,TMED1,Proteins,0.9966,9e-04,1e-04,8e-04,,0,1e-04,2e-04,1e-04,4e-04,,,0,,,,0,8e-04,0,3e-05,NA,0.6,0.03,NA,0.5,0.1,0.6,0.6,0.0001,NA,NA,0.5,NA,NA,NA,0.9,1,0.8
tmed10,TMED10,Proteins,0.9953,7e-04,5e-04,5e-04,,0,0,5e-04,9e-04,3e-04,,,0,,,,1e-04,0.0013,0,0.009,NA,9e-05,0.5,NA,0.4,1,0.03,7e-09,0.0003,NA,NA,0.5,NA,NA,NA,0.8,1,0.8
tmed4,TMED4,Proteins,0.9952,0.001,2e-04,7e-04,,3e-04,0,2e-04,0,8e-04,,,2e-04,,,,1e-04,0.0013,0,0.0008,NA,0.01,0.08,NA,0.0006,0.6,0.7,0.4,1e-08,NA,NA,0.004,NA,NA,NA,0.4,1,0.4
tmed8,TMED8,Proteins,0.9464,0.006,9e-04,0.0317,,0.0032,2e-04,0.0035,6e-04,0,,,0.0044,,,,1e-04,0.0027,1e-04,7e-45,NA,0.0006,2e-287,NA,3e-33,0.0009,3e-28,0.3,0.1,NA,NA,2e-45,NA,NA,NA,0.3,0.0008,0.03
tmem106a,TMEM106A,Proteins,0.9753,0.0037,6e-04,0.0087,,0.0027,2e-04,0.0014,0.0021,3e-04,,,0.0035,,,,2e-04,0.0013,0,4e-12,NA,0.9,2e-68,NA,9e-28,0.002,2e-09,9e-16,0.0003,NA,NA,4e-35,NA,NA,NA,0.2,1,0.2
tmem132a,TMEM132A,Proteins,0.9734,0.0095,7e-04,0.0077,,0.0025,2e-04,0.0035,7e-04,1e-04,,,3e-04,,,,2e-04,0.0013,0,2e-73,NA,3e-08,2e-58,NA,3e-25,0.008,1e-26,1e-07,0.02,NA,NA,0.0009,NA,NA,NA,0.2,1,0.6
tmem25,TMEM25,Proteins,0.9731,0.0012,0.0039,9e-04,,0.0107,0,3e-04,0.0074,0,,,7e-04,,,,1e-04,0.0014,3e-04,0.0005,NA,2e-22,0.006,NA,7e-104,0.7,0.2,6e-56,0.4,NA,NA,6e-08,NA,NA,NA,0.6,1,0.0007
tmod4,TMOD4,Proteins,0.9947,8e-04,2e-04,6e-04,,1e-04,0,1e-04,0.0016,0,,,4e-04,,,,1e-04,0.0011,3e-04,0.006,NA,0.007,0.2,NA,0.03,0.6,0.9,2e-16,0.7,NA,NA,2e-05,NA,NA,NA,0.5,1,0.0006
tmprss11b,TMPRSS11B,Proteins,0.9947,0.001,0.0011,5e-04,,0,0,2e-04,7e-04,4e-04,,,0,,,,1e-04,0.0012,0,3e-08,NA,2e-09,0.4,NA,0.2,0.3,0.7,1e-05,5e-05,NA,NA,0.9,NA,NA,NA,0.4,1,0.7
tmprss11d,TMPRSS11D,Proteins,0.9306,0.0048,0.0035,0.0014,,0.0027,9e-04,6e-04,0.0507,0.0028,,,3e-04,,,,1e-04,0.0014,3e-04,3e-28,NA,3e-34,2e-06,NA,2e-28,6e-11,0.005,0,6e-30,NA,NA,0.0002,NA,NA,NA,0.8,0.9,0.0002
tmprss15,TMPRSS15,Proteins,0.8843,0.0044,0.0115,0.0039,,0.0124,0.0238,4e-04,0.0067,5e-04,,,0.0495,,,,2e-04,0.0024,2e-04,2e-17,NA,5e-96,6e-29,NA,1e-130,3e-247,0.05,4e-46,1e-06,NA,NA,0,NA,NA,NA,0.09,0.06,0.001
tmprss5,TMPRSS5,Proteins,0.8981,0.0095,0.0234,0.0038,,0.0499,0,4e-04,0.0115,0.002,,,1e-04,,,,0,0.0015,0,1e-75,NA,6e-225,7e-27,NA,0,0.5,0.08,1e-105,1e-21,NA,NA,0.08,NA,NA,NA,1,0.9,0.4
tmsb10,TMSB10,Proteins,0.915,0.0036,0.009,0.016,,0.0351,2e-04,0.0022,0.0019,0.0029,,,0.0112,,,,1e-04,0.002,8e-04,2e-15,NA,7e-91,4e-144,NA,0,0.002,1e-16,2e-18,1e-31,NA,NA,1e-114,NA,NA,NA,0.3,0.3,1e-09
tnc,TNC,Proteins,0.9669,0.0151,0.0073,0.0017,,0.0018,2e-04,5e-04,0.002,0,,,7e-04,,,,1e-04,0.0013,0.0024,2e-130,NA,1e-63,4e-08,NA,3e-19,0.003,0.03,2e-12,0.4,NA,NA,5e-08,NA,NA,NA,0.3,1,2e-24
tnf,TNF,Proteins,0.91,0.003,0.0383,0.0023,,0.0343,0.0013,6e-04,0.0021,0.0013,,,0.001,,,,1e-04,0.0013,0.0045,4e-20,NA,0,7e-14,NA,0,2e-14,0.003,8e-09,3e-14,NA,NA,1e-11,NA,NA,NA,0.6,1,2e-46
